The Game Bird,"16-18 St. James's Place The Stafford London, London SW1A 1NJ England",+44 20 7493 0111,http://thestaffordlondon.com/the-game-bird/,British,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch"
Circolo Popolare,"40-41 Rathbone Place, London W1T 1JN England",,http://www.facebook.com/pages/category/Italian-Restaurant/Circolo-Popolare-871596559856469/,£15 - £35,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Sicilian, Southern-Italian",
Satyrio Restaurant & Wine Merchants,"49 Aldgate High Street, London EC3N 1AL England",+44 20 7488 3334,http://www.satyrio.co.uk,£15 - £40,"Italian, Mediterranean, Wine Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Les 110 De Taillevent,"16 Cavendish Square, London W1G 9DD England",+44 20 3141 6016,http://www.les-110-taillevent-london.com,£25 - £100,"French, European, Wine Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Cork & Bottle,"44 46 Cranbourn Street Leicester Square, London WC2H 7AN England",+44 20 7734 7807,http://www.thecorkandbottle.co.uk,£10 - £50,"European, British, Wine Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options"
28-50 Marylebone Lane,"15-17 Marylebone Lane Mayfair/Marylebone, London W1U 2NE England",+44 20 7486 7922,http://www.2850.co.uk,,,
The Restaurant at The Capital,"22-24 Basil Street Knightsbridge, London SW3 1AT England",+44 20 7591 1202,http://www.warwickhotels.com/the-capital/dining,,,
The Blues Kitchen Camden,"111-113 Camden High Street Camden, London NW1 7JN England",+44 20 7387 5277,http://theblueskitchen.com/camden/,,,
Thai West Cafe,"87 Brewer Street Soho, London W1F 9UX England",+44 20 7439 0497,http://www.facebook.com/pages/Thai%20West/113830365347222,£4 - £6,Thai,"Vegetarian Friendly, Vegan Options"
Chez Vous,"102 Mitcham Road, London SW17 9NG England",+44 20 8617 0540,http://chezvousrestaurant.co.uk/,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Late Night"
Provender,"17 High Street Wanstead Wanstead, London E11 2AA England",+44 20 8530 3050,http://www.provenderlondon.co.uk,£10 - £30,"French, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Layalina,"2-3 Beauchamp Place Knightsbridge, London SW3 1NG England",+44 20 7581 4296,http://www.layalina.co.uk/,£10 - £65,"Lebanese, Mediterranean, Middle Eastern",
La Tazza Cafe,"143 Praed Street Paddington, London W2 1RL England",+44 20 7706 3006,http://www.facebook.com/pages/Latazza-Cafe-Restaurant/190733777794234,"Italian, Cafe","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch"
"The Shed, Notting Hill","122 Palace Gardens Terrace Notting Hill, London W8 4RT England",+44 20 7229 4024,http://theshed-restaurant.com/,,,
All Bar One Waterloo,"1-3 Chicheley Street, London SE1 7PY England",+44 20 7921 9471,http://www.allbarone.co.uk/all-bar-one-waterloo/,£4 - £15,"Bar, British","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Al Waha,"75 Westbourne Grove Bayswater, London W2 4UL England",+44 20 7229 0806,http://www.alwaharestaurant.com/,"Lebanese, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Brunch, Late Night"
Burger & Lobster Mayfair,"29 Clarges Street, London W1J 7EF England",+44 20 7409 1699,http://www.burgerandlobster.com/locations/london/mayfair/?utm,£16 - £40,,
The Greenhouse,"27A Hays Mews Mayfair, London W1J 5NY England",+44 20 7499 3331,http://www.greenhouserestaurant.co.uk/,£45 - £155,"French, Contemporary, Fusion","Vegetarian Friendly, Vegan Options"
Hélène Darroze at The Connaught,"16 Carlos Place Mayfair, London W1K 2AL England",+44 20 3147 7200,http://www.the-connaught.co.uk/mayfair-restaurants/helene-darroze/,,,
Kricket Soho,"12 Denman Street, London W1D 7HH England",+44 20 3019 8120,http://kricket.co.uk/soho/,,,
Theo Randall at the InterContinental,"1 Hamilton Place Park Lane, London W1J 7QY England",+44 20 7318 8747,http://www.theorandall.com/,£29 - £35,"Italian, Mediterranean, European, Tuscan, Sicilian, Central-Italian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Sketch Lecture Room and Library,"9 Conduit Street, London W1S 2XG England",+44 20 7659 4500,http://sketch.london/venue,£125 - £165,"French, European, Fusion",
Soho Joe,"34 D'Arblay Street, London W1F 8EY England",+44 20 7287 1777,http://www.facebook.com/ilovesohojoe/,£8 - £15,"Pizza, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Half Cup,"100-102 Judd Street, London WC1H 9NT England",+44 20 8617 7835,http://www.halfcup.co.uk,£5 - £15,"Italian, British, Deli, Cafe, European, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options"
The Goring Dining Room,"15 Beeston Place Grosvenor Gardens, The Goring, London SW1W 0JW England",+44 20 7769 4475,http://www.thegoring.com/diningroom.aspx,,,
Honest Burgers King's Cross,"251 Pentonville Road King's Cross, London N1 9NG England",+44 20 3818 0220,http://www.honestburgers.co.uk/locations/kings-cross/,£8 - £10,American,"Vegan Options, Vegetarian Friendly, Gluten Free Options"
The Temple Brew House,"46 Essex Street, London WC2R 3JF England",+44 20 7936 2536,http://www.templebrewhouse.com/,"Bar, Pub, Gastropub, British, Brew Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks"
Margaux,"152 Old Brompton Road, London SW5 0BE England",+44 20 7373 5753,http://www.barmargaux.co.uk,"French, European","Vegetarian Friendly, Gluten Free Options, Vegan Options","Lunch, Dinner, Late Night"
Kilis Kitchen,"4 Theberton Street Angel, Islington, London N1 0QX England",+44 20 7226 5489,http://www.kilis.co.uk/,£6 - £25,"Mediterranean, European, Turkish, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
The Hoop and Grapes,"47 Aldgate High Street, London EC3N 1AL England",+44 20 7481 4583,http://www.nicholsonspubs.co.uk/thehoopandgrapesaldgatelondon/,,,
Barrica,"62 Goodge Street, London W1T 4NE England",+44 20 7436 9448,http://www.barrica.co.uk,,,
The Nightjar,"129 City Road, London EC1V 1JB England",+44 20 7253 4101,http://www.barnightjar.com/,,,
Barrafina,"10 Adelaide Street Covent Garden, London WC2N 4HZ England",+44 20 7440 1456,http://www.barrafina.co.uk,"European, Spanish","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner"
Aladin Brick Lane,"132 Brick Lane, London E1 6RU England",+44 20 7247 8210,http://www.aladinbricklane.net,£10 - £15,"Indian, Asian, Balti, Bangladeshi","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Brasserie Blanc Southbank,"Whitehouse Apartments 9 Belvedere Road, London SE1 8YP England",+44 20 7202 8470,http://brasserieblanc.com/restaurants/southbank/,£11 - £60,"French, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
The Lamb & Flag,"33 Rose Street, London WC2E 9EB England",+44 20 7497 9504,http://www.lambandflagcoventgarden.co.uk/?utm,,,
The Black Dog Freehouse,"112 Vauxhall Walk, London SE11 5ER England",+44 20 7735 4440,http://theblackdogvauxhall.com/,"Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks"
Crudough: Sourdough Pizza,"10 Archway Close Archway Tube < 1 min, London N19 3TD England",+44 20 7272 1672,http://crudough.com/,"Pizza, Italian","Vegetarian Friendly, Vegan Options","Lunch, Dinner"
Lobos,"48 Frith Street Soho, London W1D 4SF England",+44 20 3019 5082,http://Lobostapas.co.uk/soho,,,
Zaika,"1 Kensington High Street, London W8 5NP England",+44 20 7795 6533,http://www.zaikaofkensington.com/,"Indian, Asian","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner"
Vasco & Piero's Pavilion Restaurant,"11 D’Arblay Street, London W1F 8DT England",+44 20 7437 8774,http://www.vascosfood.com,£17 - £50,"Italian, Mediterranean, European, Tuscan, Central-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Paradise by Way of Kensal Green,"19 Kilburn Lane, London W10 4AE England",+44 20 8969 0098,http://www.theparadise.co.uk/,,,
Dans Le Noir ?,"69-73 St. John Street 69-73 St John Street, London EC1M 4AN England",+44 20 7253 1100,http://london.danslenoir.com/,£48 - £100,"International, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
El Ganso,"59 Broadway Market, London E8 4PH England",+44 20 7241 1793,http://elgansocafe.co.uk,£5 - £30,"Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Verdi - Italian Kitchen,"Kensington Gore Door 12 Royal Albert Hall, London SW7 2AP England",+44 20 7589 8212,http://www.royalalberthall.com/plan-your-visit-essential-safety-information/food-and-drink/food/verdi-italian-kitchen/,£10 - £25,"Italian, Pizza, Sicilian, Southern-Italian","Vegetarian Friendly, Vegan Options"
Grand Trunk Road,"219 High Road Woodford, London E18 2PB England",+44 20 8505 1965,http://www.gtrrestaurant.co.uk/,,,
Cahoots Underground,"13 Kingly Court Carnaby, London W1B 5PG England",+44 20 7352 6200,http://cahoots-london.com/,,,
Boulevard Brasserie,"40 Wellington Street Covent Garden, London WC2E 7BD England",+44 20 7240 2992,http://www.boulevardbrasserie.co.uk/,,,
Rangrez,"32 Fulham Palace Road, London W6 9PH England",+44 20 8563 7176,http://www.rangrez.co.uk,£10 - £15,"Indian, Asian, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Steak and Company Leicester Square,"5 Irving Street Leicester Square, London WC2H 0HA England",+44 20 7839 8100,http://www.steakandcompany.co.uk/,"Steakhouse, European, British",Gluten Free Options,"Lunch, Dinner, Brunch, Late Night"
Harry's Bar Pizzeria,"15 Black Friars Lane, London EC4V 6ER England",+44 20 7329 0240,http://www.facebook.com/harrysbarpizzeria/,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Drinks, Late Night"
GWR Pullman Dining,"The Railway Line Praed Street, London W2 1HU England",+44 345 700 0125,http://www.gwr.com/plan-journey/journey-information/on-board/pullman-dining,British,"Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Drinks"
The Greedy Cow,"2 Grove Road Mile End, London E3 5AX England",+44 20 8983 3304,http://www.facebook.com/greedycow/,£13 - £26,"Bar, British","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Harry's Bar,"32 - 34 James Street Marylebone, London W1U 1ER England",+44 20 3971 9444,http://www.harrys-bar.co.uk/?utm,,,
Portobello Ristorante,"7 Ladbroke Road, London W11 3PA England",+44 20 7221 1373,http://portobellolondon.co.uk/,,,
Bella Italia Strand,"65 Strand, London WC2N 5LR England",+44 20 7839 3705,http://www.bellaitalia.co.uk/italian-restaurant/london/the-strand,£7 - £15,"Italian, Pizza, Sicilian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Ma La Sichuan,"37 Monck Street, London SW1P 2BL England",+44 20 7222 2218,http://malasichuan.co.uk/,,,
Rosetta,"38 William IV Street, London WC2N 4DD England",+44 7502 572371,http://www.facebook.com/rosettafarmlondon,£2 - £15,"Italian, Cafe, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Absurd Bird Spitalfields,"54 Commercial Street Spitalfields, London E1 6LT England",+44 20 3246 0007,http://www.absurdbird.com/locations/spitalfields,£4 - £23,"American, Southwestern, Bar, Diner",Gluten Free Options
The Skinners Arms,"114 Judd Street, London WC1H 9NT England",+44 20 7837 6521,http://www.skinnersarmslondon.com/,"Bar, British, Pub, Grill","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Late Night, Drinks"
Alla Salute!,"Unit 2 Indiana Building Deals Gateway Indiana Building, London SE13 7QD England",+44 20 8691 9516,http://allasalute.co.uk,£6 - £25,"Italian, Pizza, European, Healthy, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Honest Burgers Old St,"Old St 6 Baldwin Street, London EC1V 9NU England",+44 20 3597 6270,http://www.honestburgers.co.uk/locations/old-st/,£8 - £10,"Fast Food, British","Vegan Options, Gluten Free Options, Vegetarian Friendly"
Bizzarro,"18-22 Craven Road, London W2 3PX England",+44 20 7723 6029,http://www.bizzarro.co.uk,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Romana, Lazio, Central-Italian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night"
Noura - Knightsbridge,"12 William Street, London SW1X 9HL England",+44 20 7235 5900,http://noura.co.uk/,£10 - £30,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Sidi Bou - London,"44 Haven Green, London W5 2NX England",+44 20 8998 7998,http://www.sidiboulondon.co.uk,£4 - £18,"African, Mediterranean, Middle Eastern, Tunisian","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Conchiglia,"Lynton House 125 Great Titchfield Street Corner Clipstone Street, London W1W 6SB England",+44 20 7636 1995,http://www.conchigliaitalian.co.uk/,£10 - £30,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
The Italian Greyhound,"62 Seymour Street, London W1H 5BN England",+44 20 3826 7940,http://www.theitaliangreyhound.co.uk,,,
Abeno,"47 Museum Street, London WC1A 1LY England",+44 20 7405 3211,http://www.abeno.co.uk/,"Japanese, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner"
Bob's Café Muswell Hill,"43 The Broadway Muswell Hill, London N10 3HA England",+44 20 8444 4620,http://www.bobscafe.net,,,
The Clove Club,"380 Old Street Shoreditch Town Hall, London EC1V 9LT England",+44 20 7729 6496,http://thecloveclub.com/,"European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options",
45 Jermyn St.,"Corner of Jermyn Street and Duke Street St. James's, London SW1 6DN England",+44 20 7205 4545,http://45jermynst.com,,,
Roxie Steak - Putney,"136 Upper Richmond Road, London SW15 2SP England",+44 20 8704 5326,http://www.roxiesteak.co.uk,£15 - £25,"Barbecue, Steakhouse, British",Gluten Free Options
All Bar One Clapham Junction,"32-38 Northcote Road Clapham Junction, London SW11 1NZ England",+44 20 7223 9763,http://www.allbarone.co.uk/national-search/london/all-bar-one-battersea?utm,£4 - £15,"Bar, British","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Bala Baya,"Arch 25 Old Union Yard Arches 229 Union Street, London SE1 0LR England",+44 20 8001 7015,http://balabaya.co.uk/,,,
Club Gascon,"57 West Smithfield, London EC1A 9DS England",+44 20 7600 6144,http://www.clubgascon.com/,£25 - £80,"French, International, European, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Macellaio RC Exmouth Market,"38-40 Exmouth Market, London EC1R 4QE England",+44 20 3696 8220,http://www.macellaio-exmouth.com/location-exmouth-market.php,,,
Barrafina,"43 Drury Lane, London WC2B 5AJ England",+44 20 7440 1456,http://www.barrafina.co.uk,£2 - £17,"Mediterranean, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Honest Burgers,"9 Festival Terrace, London SE1 8XX England",+44 20 3146 6379,http://www.honestburgers.co.uk/locations/south-bank/,,,
Khamsa,"140 Acre Lane, London SW2 5UT England",+44 20 7733 3150,http://www.khamsa.co.uk,"African, Middle Eastern, Arabic","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Lunch"
Palm Court at The Langham,"Regent Street 1C Portland Place The Langham Hotel, London W1B 1JA England",+44 20 7636 1000,http://www.palm-court.co.uk,£12 - £60,British,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
Fredericks Restaurant,"106 Islington High Street Camden Passage, Islington, London N1 8EG England",+44 20 7359 2888,http://www.fredericks.co.uk/,"European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Late Night"
Michael Nadra Primrose Hill Brasserie & Bar,"42 Gloucester Avenue Primrose Hill, London NW1 8JD England",+44 20 7722 2800,http://www.restaurant-michaelnadra.co.uk/primrose-hill/,£6 - £30,"French, Mediterranean, International, European, British, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options"
The Pig & Butcher,"80 Liverpool Road, London N1 0QD England",+44 20 7226 8304,http://www.thepigandbutcher.co.uk,£33 - £45,"Bar, European, British, Pub, Gastropub","Vegetarian Friendly, Gluten Free Options"
Le Sacre Coeur,"18 Theberton Street Angel Islington, London N1 0QX England",+44 20 7354 2618,http://www.lesacrecoeurbistro.co.uk,£10 - £22,"French, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Cafe La Divina,"134 Upper Street Islington, London N1 1QP England",+44 20 8616 4149,http://ladivina.co.uk/,"Italian, Pizza, Mediterranean, European, Sicilian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Late Night, Drinks"
Mildreds King's Cross,"200 Pentonville Road, London N1 9JP England",+44 20 7278 9422,http://www.mildreds.co.uk/,,,
Le Bistro Savoir Faire,"42 New Oxford Street, London WC1A 1EP England",+44 20 7436 0707,http://savoir.co.uk,,,
Honest Burgers Spitalfields,"Spitalfields 12 Widegate Street, London E1 7HP England",+44 20 3148 2950,http://www.honestburgers.co.uk/locations/liverpool-st/?,£8 - £10,"Fast Food, British","Vegan Options, Vegetarian Friendly, Gluten Free Options"
All Bar One Holborn,"58 Kingsway, London WC2B 6DX England",+44 20 7269 5171,http://www.allbarone.co.uk/all-bar-one-kingsway/,£5 - £17,"Bar, British","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Noize,"39 Whitfield Street, London W1T 2SF England",+44 20 7323 1310,http://www.noize-restaurant.co.uk/,"French, European","Vegetarian Friendly, Gluten Free Options, Vegan Options","Lunch, Dinner"
Clarke's,"124 Kensington Church Street, London W8 4BH England",+44 20 7221 9225,http://www.sallyclarke.com/,"European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch"
Saigon Saigon,"313-317 King Street Hammersmith, London W6 9NH England",+44 20 8748 6887,http://www.saigon-saigon.co.uk/,£20 - £50,"Asian, Vietnamese","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Prix Fixe Brasserie,"39 Dean Street Soho, London W1D 4PU England",+44 20 7734 5976,http://www.prixfixe.net/,,,
Dirty Bones Shoreditch,"1 Club Row, London E1 6JX England",+44 20 3019 9063,http://dirty-bones.com/locations/shoreditch,,,
Cote Brasserie - St Christophers Place,"6-8 St. Christophers Place, London W1U 1ND England",+44 20 7486 5557,http://www.cote.co.uk/restaurant/stchristophersplace,"French, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night"
Salt Yard,"54 Goodge Street, London W1T 4NA England",+44 20 7637 0657,http://www.saltyardgroup.co.uk/salt-yard/,"Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night"
Antalya Restaurant,"103-105 Southampton Row, London WC1B 4HH England",+44 20 7580 5355,http://www.antalyarestaurant.co.uk/,,,
Meat People,"4-6 Essex Road, London N1 8LN England",+44 20 7359 5361,http://meatpeople.co.uk/,"Steakhouse, European, British, Argentinean",Gluten Free Options,"Lunch, Dinner, Brunch, Late Night"
Friends of Flavours,"4 Green Lane Penge, London SE20 7JA England",+44 20 8659 7427,http://www.friendsofflavours.london/,"Italian, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner"
Best Mangal Kings Cross Branch,"323 Gray's Inn Road King's Cross, London WC1X 8PX England",+44 20 7837 3322,http://www.thebestmangal.com,"Mediterranean, European, Turkish, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Late Night"
Connaught Bar,"16 Carlos Place Mayfair, London W1K 2AL England",+44 20 7314 3419,http://www.the-connaught.co.uk/mayfair-bars/connaught-bar/,"Bar, British",,
Caxton Grill,"2 Caxton Street St. Ermin's Hotel, Next to St. James’s Park Station, London SW1H 0QW England",+44 20 7227 7777,http://www.caxtongrill.co.uk,£27 - £54,,
Hache Clapham,"153 Clapham High Street, London SW4 7SS England",+44 20 7720 7766,http://www.hacheburgers.com/clapham,£10 - £30,British,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
Whiskey Ginger,"2 Green Dragon Court, London SE1 9AW England",+44 20 7407 3058,http://whiskeyginger.co.uk/,£5 - £10,"Bar, British",Vegetarian Friendly
Hobson's Fish & Chips,"9 Porchester Road, London W2 5DP England",+44 20 7229 4161,http://www.hobsonsfishandchips.com/,£10 - £30,"Seafood, European, British",Gluten Free Options
Brat,"4 Redchurch Street Shoreditch, London England",,http://www.bratrestaurant.com/,,,
Las Iguanas,"Belvedere Road Festival Terrace, Southbank Centre, London SE1 8XX England",+44 20 8629 6921,http://www.iguanas.co.uk/restaurants/london-royalfestivalhall,£5 - £16,"Mexican, Bar","Vegetarian Friendly, Vegan Options"
Sticks'n'Sushi Canary Wharf,"Crossrail Station 1 Crossrail Place Canary Wharf Shopping Centre, London E14 5AR England",+44 20 3141 8230,http://sticksnsushi.com,,,
Ella Canta,"1 Hamilton Place Park Lane, London W1J 7QY England",+44 20 7318 8715,http://www.ellacanta.com,,,
Archipelago,"53 Cleveland Street Fitzrovia, London W1T 4JJ England",+44 20 7637 9611,http://www.archipelago-restaurant.co.uk,£25 - £45,"International, Fusion","Vegetarian Friendly, Gluten Free Options"
Lord Clyde Southwark,"London, SE1 1ER 27 Clennam Street, London SE1 1ER England",+44 20 7407 5643,http://www.bestcitypubs.co.uk/the-lord-clyde-southwark,"Bar, British, Pub","Lunch, Dinner, Brunch, Drinks","Seating, Television, Serves Alcohol, Full Bar, Reservations"
The Ship Tavern,"12 Gate Street Holborn, London WC2A 3HP England",+44 20 7405 1992,http://www.theshiptavern.co.uk/,"British, Bar","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Drinks"
Brumus Bar & Restaurant,"1 Suffolk Place Haymarket Hotel, London SW1Y 4HX England",+44 20 7470 4007,http://www.firmdalehotels.com,£20 - £26,"European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Speedy's Sandwich Bar & Cafe,"187 North Gower Street Kings Cross, London NW1 2NJ England",+44 20 7383 3485,http://www.facebook.com/SpeedysCafe/,"Cafe, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Brunch"
Dirty Bones Kensington,"20 Kensington Church Street, London W8 4EP England",+44 20 3019 9061,http://dirty-bones.com/,"American, Bar","Vegetarian Friendly, Gluten Free Options",
Mr Fogg's Gin Parlour,"1 New Row, London WC2N 4EA England",+44 20 7590 3605,http://mr-foggs.com/gin-parlour/,,,
Oriole Bar,"East Poultry Avenue, London EC1A 9LH England",+44 20 3457 8099,http://www.oriolebar.com,£10 - £40,Bar,Dinner
Sushinoen,"2 White Church Lane, London E1 7QR England",+44 20 3645 6734,http://www.sushinoen.com/,"Japanese, Sushi","Vegetarian Friendly, Vegan Options, Gluten Free Options",
Ristorante Carola,"151-157 Lee Road Blackheath, London SE3 9DJ England",+44 20 8617 3544,http://www.ristorantecarola.co.uk/,,,
O Sole Mio,"35 Belgrave Road, London SW1V 2BB England",+44 20 7976 6887,http://osolemio.in/,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner"
Revolution Leadenhall,"140-144 Leadenhall Street, London EC3V 4QT England",+44 20 7621 9955,http://www.revolution-bars.co.uk/leadenhall,,,
Laz @ Camden,"41 Parkway, London NW1 7PN England",+44 20 7482 5544,http://www.facebook.com/lazcamden/,,,
The Queens Arms,"11 Warwick Way Pimlico, London SW1V 1QT England",+44 20 3985 9446,http://www.brunningandprice.co.uk/queensarms#bookonline,"Bar, British, Pub, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Late Night, Drinks"
2 Veneti,"10 Wigmore Street, London W1U 2RD England",+44 20 7637 0789,http://www.2veneti.com,£16 - £102,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
All Bar One Wimbledon,"37-39 Wimbledon Hill Road, London SW19 7NA England",+44 20 8946 9072,http://www.allbarone.co.uk/all-bar-one-wimbledon/,"Bar, British, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Drinks"
Hansom Cab,"84-86 Earls Court Road South of High Street Kensington and North of Earl's Court tube, London W8 6EG England",+44 20 7937 8880,http://thehansomcab.com,,,
Zuma London,"5 Raphael Street Knightsbridge, London SW7 1DL England",+44 20 7584 1010,http://www.zumarestaurant.com/zuma-landing/london/en/welcome,£76 - £124,,
Al Basha Restaurant,"48 Knightsbridge, London SW1X 7JN England",+44 20 7245 6000,http://www.albasha.uk/,£9 - £35,Middle Eastern,"Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Claude Bosi,"Michelin House 81 Fulham Road Michelin House, London SW3 6RD England",+44 20 7581 5817,http://www.claudebosi.com,£20 - £110,"French, European","Vegetarian Friendly, Gluten Free Options"
Seafresh Fish Restaurant,"80-81 Wilton Road, London SW1V 1DL England",+44 20 7828 0747,http://www.seafresh-dining.com,,,
The Palomar,"34 Rupert Street, London W1D 6DN England",+44 20 7439 8777,http://www.thepalomar.co.uk,,,
Hache Camden,"24 Inverness Street, London NW1 7HJ England",+44 20 7485 9100,http://www.hacheburgers.com/camden,,,
Scott's,"20 Mount Street, London W1K 2HE England",+44 20 7495 7309,http://www.scotts-restaurant.com/,,,
100 Wardour St,"100 Wardour Street, London W1F 0TN England",+44 20 7314 4000,http://www.100wardourst.com,£10 - £65,,
Bread Street Kitchen & Bar - St Paul's,"10 Bread Street, London EC4M 9AJ England",+44 20 3030 4050,http://www.gordonramsayrestaurants.com/bread-street-kitchen/st-pauls,,,
Honey & Co.,"25A Warren Street 54 Lambs Conduit Street, London W1T 5LZ England",+44 20 7388 6175,http://honeyandco.co.uk/,,,
Kanishka by Atul Kochhar,"17-19 Maddox Street Mayfair, London W1S 2QH England",+44 20 3978 0978,http://kanishkarestaurant.co.uk/,£29 - £110,"Indian, Asian, Dining bars","Vegetarian Friendly, Vegan Options, Gluten Free Options"
The House,"Finchley 24 Ballards Lane, London N3 2BJ England",+44 20 8371 6644,http://www.thehousefinchley.co.uk,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",
Lahpet,"58 Bethnal Green Road, London E1 6JW England",+44 20 3883 5629,http://lahpet.co.uk,,,
The Goring Cocktail Bar,"15 Beeston Place The Goring Hotel, London SW1W 0JW England",+44 20 7396 9000,http://www.thegoring.com/food-drink/the-goring-cocktail-bar/,"Bar, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Breakfast, Drinks"
Viet Cafe,"23 Haymarket, London SW1Y 4DG England",+44 20 7839 3246,http://www.vietcafe.london,£5 - £15,"Vietnamese, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Isolabella,"45 Red Lion Street, London WC1R 4PF England",+44 20 7405 6830,http://www.isolabellarestaurant.co.uk/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night"
'O ver,"London Iron House 44-46 Southwark Street, London SE1 1UN England",+44 20 7378 9933,http://www.overuk.com/borough/,£10 - £30,"Italian, Neapolitan","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Amaya,"15 Halkin Arcade Entrance via Lowndes St, London SW1X 8JT England",+44 20 7823 1166,http://www.amaya.biz,,,
Donostia Restaurant,"10 Seymour Place, London W1H 7ND England",+44 20 3620 1845,http://www.donostia.co.uk,"Mediterranean, European, Spanish","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner"
